Mild_LATTE,395,Branch5
LARGE_Coffee,914,Branch8
Cold_cappuccino,917,Branch2
SMALL_cappuccino,924,Branch8
ICY_LATTE,939,Branch7
Double_cappuccino,970,Branch5
MED_MOCHA,1033,Branch6
Special_cappuccino,124,Branch5
Triple_Lite,379,Branch3
Mild_Coffee,890,Branch1
LARGE_MOCHA,877,Branch5
Cold_Espresso,852,Branch8
SMALL_Espresso,803,Branch4
ICY_Coffee,706,Branch2
Double_LATTE,513,Branch8
MED_cappuccino,128,Branch9
Special_Espresso,395,Branch5
Triple_cappuccino,930,Branch3
Mild_MOCHA,965,Branch7
LARGE_cappuccino,1036,Branch3
Cold_Lite,143,Branch1
SMALL_Lite,430,Branch6
ICY_MOCHA,1005,Branch6
Double_Coffee,84,Branch7
MED_Espresso,315,Branch5
Special_Lite,778,Branch7
Triple_LATTE,669,Branch3
Mild_cappuccino,452,Branch9
LARGE_Espresso,19,Branch6
Cold_cappuccino,190,Branch6
SMALL_cappuccino,533,Branch8
ICY_cappuccino,184,Branch8
Double_MOCHA,523,Branch8
MED_Lite,166,Branch5
Special_cappuccino,489,Branch6
Triple_Coffee,100,Branch5
Mild_Espresso,359,Branch2
LARGE_Lite,878,Branch6
Cold_LATTE,881,Branch2
SMALL_LATTE,888,Branch5
ICY_Espresso,903,Branch8
Double_cappuccino,934,Branch6
MED_cappuccino,997,Branch4
Special_LATTE,88,Branch3
Triple_MOCHA,343,Branch5
Mild_Lite,854,Branch1
LARGE_cappuccino,841,Branch5
Cold_Coffee,816,Branch6
SMALL_Coffee,767,Branch4
ICY_Lite,670,Branch3
Double_Espresso,477,Branch6
MED_LATTE,92,Branch6
Special_Coffee,359,Branch8
Triple_cappuccino,894,Branch7
Mild_cappuccino,929,Branch4
LARGE_LATTE,1000,Branch6
Cold_MOCHA,107,Branch2
SMALL_MOCHA,394,Branch5
ICY_cappuccino,969,Branch5
Double_Lite,48,Branch3
MED_Coffee,279,Branch5
Special_MOCHA,742,Branch9
Triple_Espresso,633,Branch9
Mild_LATTE,416,Branch3
LARGE_Coffee,1019,Branch2
Cold_cappuccino,154,Branch5
SMALL_cappuccino,497,Branch7
ICY_LATTE,148,Branch3
Double_cappuccino,487,Branch5
MED_MOCHA,130,Branch8
Special_cappuccino,453,Branch1
Triple_Lite,64,Branch3
Mild_Coffee,323,Branch1
LARGE_MOCHA,842,Branch8
Cold_Espresso,845,Branch2
SMALL_Espresso,852,Branch3
ICY_Coffee,867,Branch5
Double_LATTE,898,Branch3
MED_cappuccino,961,Branch5
Special_Espresso,52,Branch9
Triple_cappuccino,307,Branch5
Mild_MOCHA,818,Branch8
LARGE_cappuccino,805,Branch6
Cold_Lite,780,Branch7
SMALL_Lite,731,Branch6
ICY_MOCHA,634,Branch5
Double_Coffee,441,Branch7
MED_Espresso,56,Branch5
Special_Lite,323,Branch3
Triple_LATTE,858,Branch2
Mild_cappuccino,893,Branch6
LARGE_Espresso,964,Branch2
Cold_cappuccino,71,Branch5
SMALL_cappuccino,358,Branch8
ICY_cappuccino,933,Branch3
Double_MOCHA,1048,Branch8
MED_Lite,243,Branch5
Special_cappuccino,706,Branch5
Triple_Coffee,597,Branch4
Mild_Espresso,380,Branch6
LARGE_Lite,983,Branch3
Cold_LATTE,118,Branch5
SMALL_LATTE,461,Branch7
ICY_Espresso,112,Branch8
Double_cappuccino,451,Branch5
MED_cappuccino,94,Branch4
Special_LATTE,417,Branch5
Triple_MOCHA,28,Branch2
Mild_Lite,287,Branch7
LARGE_cappuccino,806,Branch6
Cold_Coffee,809,Branch1
SMALL_Coffee,816,Branch8
ICY_Lite,831,Branch9
Double_Espresso,862,Branch2
MED_LATTE,925,Branch4
Special_Coffee,1052,Branch4
Triple_cappuccino,271,Branch8
Mild_cappuccino,782,Branch8
LARGE_LATTE,769,Branch3
Cold_MOCHA,744,Branch5
SMALL_MOCHA,695,Branch8
ICY_cappuccino,598,Branch8
Double_Lite,405,Branch4
MED_Coffee,20,Branch6
Special_MOCHA,287,Branch3
Triple_Espresso,822,Branch5
Mild_LATTE,857,Branch6
LARGE_Coffee,928,Branch2
Cold_cappuccino,35,Branch4
SMALL_cappuccino,322,Branch8
ICY_LATTE,897,Branch7
Double_cappuccino,1012,Branch1
MED_MOCHA,207,Branch5
Special_cappuccino,670,Branch3
Triple_Lite,561,Branch6
Mild_Coffee,344,Branch5
LARGE_MOCHA,947,Branch7
Cold_Espresso,82,Branch5
SMALL_Espresso,425,Branch8
ICY_Coffee,76,Branch2
Double_LATTE,415,Branch3
MED_cappuccino,58,Branch8
Special_Espresso,381,Branch1
Triple_cappuccino,1028,Branch8
Mild_MOCHA,251,Branch8
LARGE_cappuccino,770,Branch4
Cold_Lite,773,Branch7
SMALL_Lite,780,Branch3
ICY_MOCHA,795,Branch2
Double_Coffee,826,Branch6
MED_Espresso,889,Branch2
Special_Lite,1016,Branch5
Triple_LATTE,235,Branch5
Mild_cappuccino,746,Branch5
LARGE_Espresso,733,Branch6
Cold_cappuccino,708,Branch7
SMALL_cappuccino,659,Branch7
ICY_cappuccino,562,Branch7
Double_MOCHA,369,Branch6
MED_Lite,1020,Branch8
Special_cappuccino,251,Branch5
Triple_Coffee,786,Branch6
Mild_Espresso,821,Branch9
LARGE_Lite,892,Branch3
Cold_LATTE,1035,Branch5
SMALL_LATTE,286,Branch5
ICY_Espresso,861,Branch1
Double_cappuccino,976,Branch7
MED_cappuccino,171,Branch4
Special_LATTE,634,Branch6
Triple_MOCHA,525,Branch7
Mild_Lite,308,Branch6
LARGE_cappuccino,911,Branch6
Cold_Coffee,46,Branch3
SMALL_Coffee,389,Branch8
ICY_Lite,40,Branch9
Double_Espresso,379,Branch3
MED_LATTE,22,Branch1
Special_Coffee,345,Branch8
Triple_cappuccino,992,Branch5
Mild_cappuccino,215,Branch5
LARGE_LATTE,734,Branch8
Cold_MOCHA,737,Branch3
SMALL_MOCHA,744,Branch3
ICY_cappuccino,759,Branch8
Double_Lite,790,Branch7
MED_Coffee,853,Branch9
Special_MOCHA,980,Branch2
Triple_Espresso,199,Branch9
Mild_LATTE,710,Branch1
LARGE_Coffee,697,Branch6
Cold_cappuccino,672,Branch7
SMALL_cappuccino,623,Branch4
ICY_LATTE,526,Branch1
Double_cappuccino,333,Branch2
MED_MOCHA,984,Branch3
Special_cappuccino,215,Branch2
Triple_Lite,750,Branch8
Mild_Coffee,785,Branch2
LARGE_MOCHA,856,Branch9
Cold_Espresso,999,Branch5
SMALL_Espresso,250,Branch8
ICY_Coffee,825,Branch2
Double_LATTE,940,Branch8
MED_cappuccino,135,Branch7
Special_Espresso,598,Branch5
Triple_cappuccino,489,Branch6
Mild_MOCHA,272,Branch5
LARGE_cappuccino,875,Branch3
Cold_Lite,1046,Branch1
SMALL_Lite,353,Branch5
ICY_MOCHA,1040,Branch8
Double_Coffee,343,Branch4
MED_Espresso,1022,Branch2
Special_Lite,309,Branch8
Triple_LATTE,956,Branch9
Mild_cappuccino,179,Branch5
LARGE_Espresso,698,Branch3
Cold_cappuccino,701,Branch7
SMALL_cappuccino,708,Branch3
ICY_cappuccino,723,Branch1
Double_MOCHA,754,Branch6
MED_Lite,817,Branch6
Special_cappuccino,944,Branch7
Triple_Coffee,163,Branch5
Mild_Espresso,674,Branch7
LARGE_Lite,661,Branch3
Cold_LATTE,636,Branch9
SMALL_LATTE,587,Branch6
ICY_Espresso,490,Branch6
Double_cappuccino,297,Branch8
MED_cappuccino,948,Branch8
Special_LATTE,179,Branch8
Triple_MOCHA,714,Branch5
Mild_Lite,749,Branch6
LARGE_cappuccino,820,Branch5
Cold_Coffee,963,Branch2
SMALL_Coffee,214,Branch6
ICY_Lite,789,Branch2
Double_Espresso,904,Branch5
MED_LATTE,99,Branch8
Special_Coffee,562,Branch6
Triple_cappuccino,453,Branch4
Mild_cappuccino,236,Branch3
LARGE_LATTE,839,Branch5
Cold_MOCHA,1010,Branch1
SMALL_MOCHA,317,Branch5
ICY_cappuccino,1004,Branch6
Double_Lite,307,Branch4
MED_Coffee,986,Branch3
Special_MOCHA,273,Branch6
Triple_Espresso,920,Branch6
Mild_LATTE,143,Branch8
LARGE_Coffee,662,Branch7
Cold_cappuccino,665,Branch4
SMALL_cappuccino,672,Branch6
ICY_LATTE,687,Branch2
Double_cappuccino,718,Branch5
MED_MOCHA,781,Branch5
Special_cappuccino,908,Branch3
Triple_Lite,127,Branch5
Mild_Coffee,638,Branch9
LARGE_MOCHA,625,Branch9
Cold_Espresso,600,Branch3
SMALL_Espresso,551,Branch2
ICY_Coffee,454,Branch5
Double_LATTE,261,Branch7
MED_cappuccino,912,Branch3
Special_Espresso,143,Branch5
Triple_cappuccino,678,Branch8
Mild_MOCHA,713,Branch1
LARGE_cappuccino,784,Branch3
Cold_Lite,927,Branch1
SMALL_Lite,178,Branch8
ICY_MOCHA,753,Branch2
Double_Coffee,868,Branch3
MED_Espresso,63,Branch5
Special_Lite,526,Branch3
Triple_LATTE,417,Branch5
Mild_cappuccino,200,Branch9
LARGE_Espresso,803,Branch5
Cold_cappuccino,974,Branch8
SMALL_cappuccino,281,Branch6
ICY_cappuccino,968,Branch7
Double_MOCHA,271,Branch6
MED_Lite,950,Branch5
Special_cappuccino,237,Branch7
Triple_Coffee,884,Branch5
Mild_Espresso,107,Branch3
LARGE_Lite,626,Branch2
Cold_LATTE,629,Branch6
SMALL_LATTE,636,Branch2
ICY_Espresso,651,Branch5
Double_cappuccino,682,Branch8
MED_cappuccino,745,Branch3
Special_LATTE,872,Branch8
Triple_MOCHA,91,Branch5
Mild_Lite,602,Branch5
LARGE_cappuccino,589,Branch4
Cold_Coffee,564,Branch6
SMALL_Coffee,515,Branch3
ICY_Lite,418,Branch5
Double_Espresso,225,Branch7
MED_LATTE,876,Branch8
Special_Coffee,107,Branch5
Triple_cappuccino,642,Branch4
Mild_cappuccino,677,Branch5
LARGE_LATTE,748,Branch2
Cold_MOCHA,891,Branch7
SMALL_MOCHA,142,Branch6
ICY_cappuccino,717,Branch1
Double_Lite,832,Branch8
MED_Coffee,27,Branch9
Special_MOCHA,490,Branch2
Triple_Espresso,381,Branch4
Mild_LATTE,164,Branch4
LARGE_Coffee,767,Branch8
Cold_cappuccino,938,Branch8
SMALL_cappuccino,245,Branch3
ICY_LATTE,932,Branch5
Double_cappuccino,235,Branch8
MED_MOCHA,914,Branch8
Special_cappuccino,201,Branch4
Triple_Lite,848,Branch6
Mild_Coffee,71,Branch3
LARGE_MOCHA,590,Branch5
Cold_Espresso,593,Branch6
SMALL_Espresso,600,Branch2
ICY_Coffee,615,Branch4
Double_LATTE,646,Branch8
MED_cappuccino,709,Branch7
Special_Espresso,836,Branch1
Triple_cappuccino,55,Branch5
Mild_MOCHA,566,Branch3
LARGE_cappuccino,553,Branch6
Cold_Lite,528,Branch5
SMALL_Lite,479,Branch7
ICY_MOCHA,382,Branch5
Double_Coffee,189,Branch8
MED_Espresso,840,Branch2
Special_Lite,71,Branch3
Triple_LATTE,606,Branch8
Mild_cappuccino,641,Branch1
LARGE_Espresso,712,Branch8
Cold_cappuccino,855,Branch8
SMALL_cappuccino,106,Branch4
ICY_cappuccino,681,Branch7
Double_MOCHA,796,Branch3
MED_Lite,1027,Branch2
Special_cappuccino,454,Branch6
Triple_Coffee,345,Branch2
Mild_Espresso,128,Branch5
LARGE_Lite,731,Branch5
Cold_LATTE,902,Branch5
SMALL_LATTE,209,Branch6
ICY_Espresso,896,Branch7
Double_cappuccino,199,Branch7
MED_cappuccino,878,Branch7
Special_LATTE,165,Branch6
Triple_MOCHA,812,Branch8
Mild_Lite,35,Branch5
LARGE_cappuccino,554,Branch6
Cold_Coffee,557,Branch9
SMALL_Coffee,564,Branch3
ICY_Lite,579,Branch5
Double_Espresso,610,Branch5
MED_LATTE,673,Branch1
Special_Coffee,800,Branch7
Triple_cappuccino,19,Branch4
Mild_cappuccino,530,Branch6
LARGE_LATTE,517,Branch7
Cold_MOCHA,492,Branch6
SMALL_MOCHA,443,Branch6
ICY_cappuccino,346,Branch3
Double_Lite,153,Branch8
MED_Coffee,804,Branch9
Special_MOCHA,35,Branch3
Triple_Espresso,570,Branch1
Mild_LATTE,605,Branch8
LARGE_Coffee,676,Branch5
Cold_cappuccino,819,Branch5
SMALL_cappuccino,70,Branch8
ICY_LATTE,645,Branch3
Double_cappuccino,760,Branch3
MED_MOCHA,991,Branch8
Special_cappuccino,418,Branch7
Triple_Lite,309,Branch9
Mild_Coffee,92,Branch2
LARGE_MOCHA,695,Branch9
Cold_Espresso,866,Branch1
SMALL_Espresso,173,Branch6
ICY_Coffee,860,Branch7
Double_LATTE,163,Branch4
MED_cappuccino,842,Branch1
Special_Espresso,129,Branch2
Triple_cappuccino,776,Branch3
Mild_MOCHA,1035,Branch2
LARGE_cappuccino,518,Branch8
Cold_Lite,521,Branch2
SMALL_Lite,528,Branch9
ICY_MOCHA,543,Branch5
Double_Coffee,574,Branch8
MED_Espresso,637,Branch2
Special_Lite,764,Branch8
Triple_LATTE,1019,Branch7
Mild_cappuccino,494,Branch5
LARGE_Espresso,481,Branch6
Cold_cappuccino,456,Branch5
SMALL_cappuccino,407,Branch3
ICY_cappuccino,310,Branch1
Double_MOCHA,117,Branch5
MED_Lite,768,Branch8
Special_cappuccino,1035,Branch4
Triple_Coffee,534,Branch2
Mild_Espresso,569,Branch8
LARGE_Lite,640,Branch9
Cold_LATTE,783,Branch5
SMALL_LATTE,34,Branch3
ICY_Espresso,609,Branch7
Double_cappuccino,724,Branch3
MED_cappuccino,955,Branch1
Special_LATTE,382,Branch6
Triple_MOCHA,273,Branch6
Mild_Lite,56,Branch7
LARGE_cappuccino,659,Branch5
Cold_Coffee,830,Branch7
SMALL_Coffee,137,Branch3
ICY_Lite,824,Branch9
Double_Espresso,127,Branch6
MED_LATTE,806,Branch6
Special_Coffee,93,Branch8
Triple_cappuccino,740,Branch8
Mild_cappuccino,999,Branch8
LARGE_LATTE,482,Branch5
Cold_MOCHA,485,Branch6
SMALL_MOCHA,492,Branch5
ICY_cappuccino,507,Branch2
Double_Lite,538,Branch6
MED_Coffee,601,Branch2
Special_MOCHA,728,Branch5
Triple_Espresso,983,Branch8
Mild_LATTE,458,Branch6
LARGE_Coffee,445,Branch4
Cold_cappuccino,420,Branch3
SMALL_cappuccino,371,Branch5
ICY_LATTE,274,Branch1
Double_cappuccino,81,Branch5
MED_MOCHA,732,Branch6
Special_cappuccino,999,Branch4
Triple_Lite,498,Branch3
Mild_Coffee,533,Branch6
LARGE_MOCHA,604,Branch6
Cold_Espresso,747,Branch8
SMALL_Espresso,1034,Branch7
ICY_Coffee,573,Branch4
Double_LATTE,688,Branch6
MED_cappuccino,919,Branch2
Special_Espresso,346,Branch5
Triple_cappuccino,237,Branch5
Mild_MOCHA,20,Branch3
LARGE_cappuccino,623,Branch5
Cold_Lite,794,Branch9
SMALL_Lite,101,Branch9
ICY_MOCHA,788,Branch3
Double_Coffee,91,Branch2
MED_Espresso,770,Branch5
Special_Lite,57,Branch7
Triple_LATTE,704,Branch3
Mild_cappuccino,963,Branch5
LARGE_Espresso,446,Branch8
Cold_cappuccino,449,Branch1
SMALL_cappuccino,456,Branch3
ICY_cappuccino,471,Branch1
Double_MOCHA,502,Branch8
MED_Lite,565,Branch2
Special_cappuccino,692,Branch3
Triple_Coffee,947,Branch5
Mild_Espresso,422,Branch3
LARGE_Lite,409,Branch5
Cold_LATTE,384,Branch9
SMALL_LATTE,335,Branch5
ICY_Espresso,238,Branch8
Double_cappuccino,45,Branch6
MED_cappuccino,696,Branch7
Special_LATTE,963,Branch6
Triple_MOCHA,462,Branch5
Mild_Lite,497,Branch7
LARGE_cappuccino,568,Branch5
Cold_Coffee,711,Branch3
SMALL_Coffee,998,Branch2
ICY_Lite,537,Branch6
Double_Espresso,652,Branch2
MED_LATTE,883,Branch5
Special_Coffee,310,Branch8
Triple_cappuccino,201,Branch3
Mild_cappuccino,1020,Branch8
LARGE_LATTE,587,Branch5
Cold_MOCHA,758,Branch5
SMALL_MOCHA,65,Branch4
ICY_cappuccino,752,Branch6
Double_Lite,55,Branch3
MED_Coffee,734,Branch5
Special_MOCHA,22,Branch7
Triple_Espresso,670,Branch8
Mild_LATTE,931,Branch5
LARGE_Coffee,418,Branch4
Cold_cappuccino,429,Branch5
SMALL_cappuccino,452,Branch2
ICY_LATTE,499,Branch7
Double_cappuccino,594,Branch6
MED_MOCHA,785,Branch1
Special_cappuccino,132,Branch8
Triple_Lite,899,Branch9
Mild_Coffee,362,Branch2
LARGE_MOCHA,325,Branch4
Cold_Espresso,252,Branch4
SMALL_Espresso,107,Branch8
ICY_Coffee,854,Branch8
Double_LATTE,277,Branch3
MED_cappuccino,160,Branch5
Special_Espresso,963,Branch8
Triple_cappuccino,498,Branch8
Mild_MOCHA,605,Branch4
LARGE_cappuccino,820,Branch6
Cold_Lite,215,Branch3
SMALL_Lite,42,Branch5
ICY_MOCHA,733,Branch6
Double_Coffee,44,Branch2
MED_Espresso,739,Branch4
Special_Lite,58,Branch8
Triple_LATTE,769,Branch7
Mild_cappuccino,120,Branch1
LARGE_Espresso,895,Branch5
Cold_cappuccino,374,Branch3
SMALL_cappuccino,369,Branch6
ICY_cappuccino,360,Branch5
Double_MOCHA,343,Branch7
MED_Lite,310,Branch5
Special_cappuccino,245,Branch8
Triple_Coffee,116,Branch2
Mild_Espresso,895,Branch3
LARGE_Lite,382,Branch8
Cold_LATTE,393,Branch1
SMALL_LATTE,416,Branch8
ICY_Espresso,463,Branch8
Double_cappuccino,558,Branch4
MED_cappuccino,749,Branch7
Special_LATTE,96,Branch3
Triple_MOCHA,863,Branch2
Mild_Lite,326,Branch6
LARGE_cappuccino,289,Branch2
Cold_Coffee,216,Branch5
SMALL_Coffee,71,Branch5
ICY_Lite,818,Branch5
Double_Espresso,241,Branch6
MED_LATTE,124,Branch7
Special_Coffee,927,Branch7
Triple_cappuccino,462,Branch7
Mild_cappuccino,569,Branch6
LARGE_LATTE,784,Branch8
Cold_MOCHA,179,Branch5
SMALL_MOCHA,1042,Branch6
ICY_cappuccino,697,Branch9
Double_Lite,1044,Branch3
MED_Coffee,703,Branch5
Special_MOCHA,22,Branch5
Triple_Espresso,733,Branch1
Mild_LATTE,84,Branch7
LARGE_Coffee,859,Branch4
Cold_cappuccino,338,Branch6
SMALL_cappuccino,333,Branch7
ICY_LATTE,324,Branch6
Double_cappuccino,307,Branch6
MED_MOCHA,274,Branch3
Special_cappuccino,209,Branch8
Triple_Lite,80,Branch9
Mild_Coffee,859,Branch3
LARGE_MOCHA,346,Branch1
Cold_Espresso,357,Branch8
SMALL_Espresso,380,Branch5
ICY_Coffee,427,Branch5
Double_LATTE,522,Branch8
MED_cappuccino,713,Branch3
Special_Espresso,60,Branch3
Triple_cappuccino,827,Branch8
Mild_MOCHA,290,Branch7
LARGE_cappuccino,253,Branch9
Cold_Lite,180,Branch2
SMALL_Lite,35,Branch9
ICY_MOCHA,782,Branch1
Double_Coffee,205,Branch6
MED_Espresso,88,Branch7
Special_Lite,891,Branch4
Triple_LATTE,426,Branch1
Mild_cappuccino,533,Branch2
LARGE_Espresso,748,Branch3
Cold_cappuccino,143,Branch2
SMALL_cappuccino,1006,Branch8
ICY_cappuccino,661,Branch2
Double_MOCHA,1008,Branch9
MED_Lite,667,Branch5
Special_cappuccino,1022,Branch8
Triple_Coffee,697,Branch2
Mild_Espresso,48,Branch8
LARGE_Lite,823,Branch7
Cold_LATTE,302,Branch5
SMALL_LATTE,297,Branch6
ICY_Espresso,288,Branch5
Double_cappuccino,271,Branch3
MED_cappuccino,238,Branch1
Special_LATTE,173,Branch5
Triple_MOCHA,44,Branch8
Mild_Lite,823,Branch4
LARGE_cappuccino,310,Branch2
Cold_Coffee,321,Branch8
SMALL_Coffee,344,Branch9
ICY_Lite,391,Branch5
Double_Espresso,486,Branch3
MED_LATTE,677,Branch7
Special_Coffee,24,Branch3
Triple_cappuccino,791,Branch1
Mild_cappuccino,254,Branch6
LARGE_LATTE,217,Branch6
Cold_MOCHA,144,Branch7
SMALL_MOCHA,1035,Branch5
ICY_cappuccino,746,Branch7
Double_Lite,169,Branch3
MED_Coffee,52,Branch9
Special_MOCHA,855,Branch6
Triple_Espresso,390,Branch6
Mild_LATTE,497,Branch8
LARGE_Coffee,712,Branch8
Cold_cappuccino,107,Branch8
SMALL_cappuccino,970,Branch5
ICY_LATTE,625,Branch6
Double_cappuccino,972,Branch5
MED_MOCHA,631,Branch2
Special_cappuccino,986,Branch6
Triple_Lite,661,Branch2
Mild_Coffee,1048,Branch5
LARGE_MOCHA,787,Branch8
Cold_Espresso,266,Branch6
SMALL_Espresso,261,Branch4
ICY_Coffee,252,Branch3
Double_LATTE,235,Branch5
MED_cappuccino,202,Branch1
Special_Espresso,137,Branch5
Triple_cappuccino,1044,Branch6
Mild_MOCHA,787,Branch4
LARGE_cappuccino,274,Branch3
Cold_Lite,285,Branch6
SMALL_Lite,308,Branch6
ICY_MOCHA,355,Branch8
Double_Coffee,450,Branch7
MED_Espresso,641,Branch4
Special_Lite,1024,Branch6
Triple_LATTE,755,Branch2
Mild_cappuccino,218,Branch5
LARGE_Espresso,181,Branch5
Cold_cappuccino,108,Branch3
SMALL_cappuccino,999,Branch5
ICY_cappuccino,710,Branch9
Double_MOCHA,133,Branch9
MED_Lite,1052,Branch3
Special_cappuccino,819,Branch2
Triple_Coffee,354,Branch5
Mild_Espresso,461,Branch7
LARGE_Lite,676,Branch3
Cold_LATTE,71,Branch5
SMALL_LATTE,934,Branch8
ICY_Espresso,589,Branch1
Double_cappuccino,936,Branch3
MED_cappuccino,595,Branch1
Special_LATTE,950,Branch8
Triple_MOCHA,625,Branch2
Mild_Lite,1012,Branch3
LARGE_cappuccino,751,Branch5
Cold_Coffee,230,Branch3
SMALL_Coffee,225,Branch5
ICY_Lite,216,Branch9
Double_Espresso,199,Branch5
MED_LATTE,166,Branch8
Special_Coffee,101,Branch6
Triple_cappuccino,1008,Branch7
Mild_cappuccino,751,Branch6
LARGE_LATTE,238,Branch5
Cold_MOCHA,249,Branch7
SMALL_MOCHA,272,Branch5
ICY_cappuccino,319,Branch3
Double_Lite,414,Branch2
MED_Coffee,605,Branch6
Special_MOCHA,988,Branch2
Triple_Espresso,719,Branch5
Mild_LATTE,182,Branch8
LARGE_Coffee,145,Branch3
Cold_cappuccino,72,Branch8
SMALL_cappuccino,963,Branch5
ICY_LATTE,674,Branch5
Double_cappuccino,97,Branch4
MED_MOCHA,1016,Branch6
Special_cappuccino,783,Branch3
Triple_Lite,318,Branch5
Mild_Coffee,425,Branch7
LARGE_MOCHA,640,Branch8
Cold_Espresso,35,Branch5
SMALL_Espresso,898,Branch4
ICY_Coffee,553,Branch5
Double_LATTE,900,Branch2
MED_cappuccino,559,Branch7
Special_Espresso,914,Branch6
Triple_cappuccino,589,Branch1
Mild_MOCHA,976,Branch8
LARGE_cappuccino,715,Branch9
Cold_Lite,194,Branch2
SMALL_Lite,189,Branch4
ICY_MOCHA,180,Branch4
Double_Coffee,163,Branch8
MED_Espresso,130,Branch8
Special_Lite,65,Branch3
Triple_LATTE,972,Branch5
Mild_cappuccino,715,Branch8
LARGE_Espresso,202,Branch8
Cold_cappuccino,213,Branch4
SMALL_cappuccino,236,Branch6
ICY_cappuccino,283,Branch3
Double_MOCHA,378,Branch5
MED_Lite,569,Branch6
Special_cappuccino,952,Branch2
Triple_Coffee,683,Branch4
Mild_Espresso,146,Branch8
LARGE_Lite,109,Branch7
Cold_LATTE,36,Branch1
SMALL_LATTE,927,Branch5
ICY_Espresso,638,Branch3
Double_cappuccino,61,Branch6
